ensembl_transcript_id,transcript_length
AT4G32551.1,3522
AT4G32551.2,3595
AT4G32570.1,1452
AT4G32570.2,1218
AT4G32590.1,814
AT4G32590.2,1120
AT4G32590.3,724
AT4G32590.4,712
AT4G32590.5,950
AT4G32600.1,2148
AT4G32600.2,2278
AT4G32610.1,1776
AT4G32640.1,3972
AT4G32640.2,3966
AT4G32680.1,1204
AT4G32720.1,1734
AT4G32720.2,1699
AT4G32760.1,2609
AT4G32760.2,2697
AT4G32760.3,2859
AT4G32770.1,1958
AT4G32850.10,3581
AT4G32850.5,3496
AT4G32910.1,2578
AT4G32915.1,809
AT4G32930.1,702
AT4G32930.2,675
AT4G32940.1,2134
AT4G33000.2,1110
AT4G33000.3,1220
AT4G33000.4,1210
AT4G33000.5,1094
AT4G33000.6,1238
AT4G33010.1,3586
AT4G33010.2,3474
AT4G33030.1,1909
AT4G33080.1,2267
AT4G33090.1,3101
AT4G33110.1,1324
AT4G33110.2,1237
AT4G33150.1,3576
AT4G33150.2,3712
AT4G33150.3,2112
AT4G33150.4,3606
AT4G33210.1,3837
AT4G33220.1,2113
AT4G33220.2,3419
AT4G33240.1,6178
AT4G33240.3,5946
AT4G33240.4,5919
AT4G33240.6,6478
AT4G33240.7,6220
AT4G33250.1,1287
AT4G33300.1,3645
AT4G33300.2,3143
AT4G33350.1,1190
AT4G33350.2,807
AT4G33380.1,1620
AT4G33380.2,1632
AT4G33430.1,2696
AT4G33430.2,2821
AT4G33510.1,1897
AT4G33510.2,2085
AT4G33520.1,1160
AT4G33520.4,1359
AT4G33530.1,3147
AT4G33530.2,3163
AT4G33540.1,1648
AT4G33540.2,1488
AT4G33550.2,690
AT4G33580.1,1467
AT4G33580.2,1361
AT4G33580.3,1114
AT4G33625.1,1005
AT4G33625.2,967
AT4G33625.3,1373
AT4G33630.1,2727
AT4G33630.2,2730
AT4G33630.3,2173
AT4G33640.1,650
AT4G33640.2,566
AT4G33650.1,3069
AT4G33650.2,3007
AT4G33660.1,1333
AT4G33666.1,488
AT4G33670.1,1292
AT4G33680.1,1645
AT4G33740.1,1926
AT4G33740.2,1774
AT4G33740.3,1887
AT4G33740.4,1962
AT4G33740.5,1930
AT4G33760.1,2194
AT4G33760.2,1888
AT4G33780.1,1160
AT4G33865.1,680
AT4G33945.1,2041
AT4G33950.2,1791
AT4G34000.1,1991
AT4G34000.2,2353
AT4G34000.3,1815
AT4G34000.4,1786
AT4G34030.1,2185
AT4G34040.1,3024
AT4G34050.1,1153
AT4G34050.3,1550
AT4G34070.1,1241
AT4G34090.1,2275
AT4G34090.3,1398
AT4G34100.1,3934
AT4G34100.2,3657
AT4G34110.1,2753
AT4G34120.1,1229
AT4G34138.1,2082
AT4G34150.1,1427
AT4G34160.1,1874
AT4G34180.1,1518
AT4G34190.1,939
AT4G34200.1,2227
AT4G34215.2,1298
AT4G34220.1,2868
AT4G34230.1,1615
AT4G34230.2,1306
AT4G34240.1,2235
AT4G34240.3,2166
AT4G34240.4,2021
AT4G34250.1,2104
AT4G34260.1,3194
AT4G34265.1,882
AT4G34265.2,850
AT4G34265.3,960
AT4G34265.4,895
AT4G34265.6,766
AT4G34270.1,1317
AT4G34290.1,790
AT4G34350.1,1781
AT4G34450.1,4107
AT4G34460.1,1850
AT4G34460.2,1868
AT4G34460.3,1642
AT4G34460.4,1616
AT4G34490.1,2035
AT4G34490.2,2057
AT4G34530.1,1311
AT4G34540.1,2805
AT4G34555.1,622
AT4G34620.1,703
AT4G34630.1,1304
AT4G34640.1,1902
AT4G34640.2,1558
AT4G34660.1,1712
AT4G34660.2,1595
AT4G34660.3,1511
AT4G34670.1,1240
AT4G34700.1,1021
AT4G34710.1,3015
AT4G34710.2,2773
AT4G34720.1,1095
AT4G34720.2,1360
AT4G34730.1,1843
AT4G34730.2,1759
AT4G34740.1,2210
AT4G34760.1,893
AT4G34830.1,3790
AT4G34881.1,966
AT4G34890.1,4457
AT4G34920.1,1480
AT4G34980.1,2865
AT4G35000.1,1327
AT4G35020.1,1085
AT4G35020.2,1345
AT4G35020.3,1131
AT4G35020.4,1229
AT4G35020.5,1162
AT4G35040.1,2283
AT4G35040.2,2376
AT4G35040.3,1653
AT4G35040.4,1560
AT4G35080.1,1609
AT4G35080.2,1370
AT4G35080.3,1529
AT4G35090.1,2393
AT4G35090.2,2259
AT4G35090.3,2597
AT4G35100.1,1603
AT4G35100.2,1222
AT4G35230.1,2089
AT4G35250.1,1703
AT4G35260.1,1594
AT4G35270.1,3684
AT4G35270.2,4022
AT4G35270.3,3872
AT4G35270.4,3668
AT4G35300.1,2672
AT4G35300.10,2702
AT4G35300.11,2638
AT4G35300.6,3326
AT4G35300.7,3609
AT4G35300.8,2916
AT4G35310.1,2645
AT4G35310.2,2522
AT4G35320.1,962
AT4G35360.1,1601
AT4G35360.2,1419
AT4G35360.3,1369
AT4G35450.1,1622
AT4G35450.2,1522
AT4G35450.3,1656
AT4G35450.4,1377
AT4G35450.5,1475
AT4G35470.1,2674
AT4G35470.2,2616
AT4G35490.1,870
AT4G35510.1,1522
AT4G35570.1,703
AT4G35570.2,678
AT4G35580.1,1865
AT4G35580.2,1791
AT4G35580.3,1859
AT4G35630.1,1664
AT4G35750.1,1398
AT4G35760.1,1888
AT4G35760.2,1961
AT4G35770.1,1002
AT4G35770.2,1068
AT4G35770.3,894
AT4G35770.4,1160
AT4G35770.5,1070
AT4G35770.6,1060
AT4G35790.1,3158
AT4G35790.2,3465
AT4G35790.3,3264
AT4G35800.1,6225
AT4G35800.2,5813
AT4G35830.1,3347
AT4G35830.2,3366
AT4G35850.1,1734
AT4G35860.1,1122
AT4G35860.2,1236
AT4G35890.1,2400
AT4G35890.2,2911
AT4G35920.1,2240
AT4G35920.2,1934
AT4G35920.3,2161
AT4G35920.4,2012
AT4G35920.5,1900
AT4G35950.1,1160
AT4G36020.1,1660
AT4G36020.2,1729
AT4G36020.3,1548
AT4G36040.1,1457
AT4G36130.1,1235
AT4G36190.1,1910
AT4G36195.1,1883
AT4G36195.2,1665
AT4G36195.3,1803
AT4G36210.1,2617
AT4G36210.2,2161
AT4G36210.3,2481
AT4G36220.1,1992
AT4G36250.1,2026
AT4G36360.1,3392
AT4G36360.2,3184
AT4G36390.1,2289
AT4G36530.1,1437
AT4G36530.2,1744
AT4G36540.1,1362
AT4G36540.2,1356
AT4G36630.1,3429
AT4G36630.2,2887
AT4G36660.1,987
AT4G36690.1,2033
AT4G36690.2,2309
AT4G36690.3,2209
AT4G36690.4,2000
AT4G36730.1,1506
AT4G36730.2,1500
AT4G36750.1,1263
AT4G36760.1,2318
AT4G36760.2,2030
AT4G36760.3,1997
AT4G36780.1,1661
AT4G36800.1,1354
AT4G36800.2,941
AT4G36810.1,1798
AT4G36850.1,1518
AT4G36850.2,1619
AT4G36850.3,1582
AT4G36850.4,1481
AT4G36960.1,1575
AT4G36960.2,1697
AT4G36980.2,2269
AT4G37000.1,1508
AT4G37040.1,1400
AT4G37120.1,2005
AT4G37200.1,1135
AT4G37210.1,1903
AT4G37210.2,1792
AT4G37270.1,2870
AT4G37280.1,1331
AT4G37300.1,1384
AT4G37410.1,1722
AT4G37440.1,1865
AT4G37440.2,1827
AT4G37440.3,1919
AT4G37450.1,1160
AT4G37450.2,1334
AT4G37460.1,3816
AT4G37460.2,3901
AT4G37470.1,1492
AT4G37510.1,1985
AT4G37520.1,1383
AT4G37520.2,1240
AT4G37540.1,1395
AT4G37550.1,2034
AT4G37550.2,2147
AT4G37550.3,1514
AT4G37550.6,1615
AT4G37590.1,3161
AT4G37610.1,1438
AT4G37640.1,3708
AT4G37680.1,1632
AT4G37680.2,1801
AT4G37680.3,2039
AT4G37680.4,2018
AT4G37680.5,1860
AT4G37760.1,2196
AT4G37770.1,1785
AT4G37800.1,1288
AT4G37830.1,529
AT4G37830.2,491
AT4G37870.1,2583
AT4G37880.1,1721
AT4G37910.1,2533
AT4G37910.2,2413
AT4G37920.1,1693
AT4G37925.1,1003
AT4G37930.1,1989
AT4G37980.1,1609
AT4G37980.2,1331
AT4G38060.1,2201
AT4G38060.3,1941
AT4G38100.1,806
AT4G38130.1,1932
AT4G38130.2,1974
AT4G38160.1,1821
AT4G38160.2,1677
AT4G38160.3,1478
AT4G38160.4,1995
AT4G38200.1,5381
AT4G38200.2,5359
AT4G38220.1,1633
AT4G38220.2,1551
AT4G38225.1,1274
AT4G38225.2,1337
AT4G38225.3,1249
AT4G38250.1,1667
AT4G38270.1,2411
AT4G38270.2,2201
AT4G38280.1,990
AT4G38320.1,1432
AT4G38350.1,4166
AT4G38350.2,4157
AT4G38430.1,2116
AT4G38460.1,1339
AT4G38470.1,2470
AT4G38470.2,2355
AT4G38470.3,2344
AT4G38490.1,728
AT4G38500.1,2372
AT4G38510.1,1856
AT4G38510.2,1922
AT4G38510.3,1994
AT4G38510.4,1895
AT4G38510.5,1707
AT4G38520.1,2303
AT4G38520.2,2225
AT4G38580.1,991
AT4G38580.2,924
AT4G38600.1,6955
AT4G38600.2,5954
AT4G38600.3,6873
AT4G38630.1,1669
AT4G38640.1,2197
AT4G38680.1,1734
AT4G38690.1,1638
AT4G38710.1,1936
AT4G38710.2,1814
AT4G38740.1,1236
AT4G38770.1,1935
AT4G38790.1,1141
AT4G38800.1,1178
AT4G38810.2,1752
AT4G38840.1,582
AT4G38860.1,1048
AT4G38890.1,2355
AT4G38920.1,1260
AT4G38920.2,1551
AT4G38970.1,1764
AT4G38970.2,1500
AT4G39040.1,1141
AT4G39040.2,1144
AT4G39050.1,3889
AT4G39080.1,3032
AT4G39090.1,1681
AT4G39100.1,1546
AT4G39100.2,1526
AT4G39150.1,1431
AT4G39150.2,1303
AT4G39150.3,1501
AT4G39170.1,2278
AT4G39170.2,2219
AT4G39200.1,893
AT4G39200.2,668
AT4G39220.1,975
AT4G39220.2,1237
AT4G39235.1,562
AT4G39240.1,1470
AT4G39260.1,1105
AT4G39280.1,1781
AT4G39280.2,1751
AT4G39300.1,1055
AT4G39330.1,1379
AT4G39330.2,1264
AT4G39350.1,4247
AT4G39390.1,1717
AT4G39390.2,1695
AT4G39390.3,1646
AT4G39400.1,4375
AT4G39460.1,1451
AT4G39460.2,1441
AT4G39460.3,1451
AT4G39520.1,1813
AT4G39540.1,1294
AT4G39540.2,1154
AT4G39540.3,1192
AT4G39640.1,2075
AT4G39640.2,2311
AT4G39660.1,1903
AT4G39660.2,1958
AT4G39680.1,2544
AT4G39680.2,2407
AT4G39710.1,1399
AT4G39710.2,1083
AT4G39710.3,915
AT4G39730.1,1009
AT4G39800.1,2095
AT4G39840.1,2049
AT4G39880.1,984
AT4G39900.1,1319
AT4G39910.1,1696
AT4G39940.1,1399
AT4G39950.1,1986
AT4G39950.2,2137
AT4G39960.1,1737
AT4G39960.2,1639
AT4G39970.1,1168
AT4G39980.1,2011
AT4G39990.1,1045
AT4G40030.1,945
AT4G40030.2,794
AT4G40030.3,1031
AT4G40030.4,1036
AT4G40040.1,1079
AT4G40040.2,1025
AT4G40040.3,1289
AT4G40042.1,383
AT4G40045.1,781
AT4G40060.1,1638
AT5G01010.1,1903
AT5G01010.2,1756
AT5G01010.3,1657
AT5G01010.4,1834
AT5G01010.5,1619
AT5G01020.1,1822
AT5G01075.1,574
AT5G01090.1,1597
AT5G01210.1,1802
AT5G01220.1,2124
AT5G01220.2,2221
AT5G01240.1,2375
AT5G01240.2,1699
AT5G01350.1,952
AT5G01410.1,1775
AT5G01410.2,1301
AT5G01430.1,1070
AT5G01430.2,974
AT5G01460.1,2352
AT5G01520.1,1306
AT5G01520.2,1325
AT5G01530.1,1396
AT5G01590.1,2005
AT5G01600.1,1421
AT5G01650.1,710
AT5G01650.2,800
AT5G01650.3,1064
AT5G01650.4,795
AT5G01710.1,2123
AT5G01740.1,859
AT5G01750.1,1526
AT5G01750.2,1461
AT5G01790.1,1236
AT5G01800.1,1488
AT5G01810.1,2443
AT5G01810.2,2214
AT5G01810.3,2079
AT5G01820.1,2216
AT5G01920.1,1895
AT5G01920.2,1607
AT5G02020.1,1349
AT5G02020.2,1356
AT5G02120.1,526
AT5G02160.1,993
AT5G02240.1,1370
AT5G02280.1,661
AT5G02380.1,571
AT5G02450.1,805
AT5G02480.1,2561
AT5G02500.1,2555
AT5G02500.2,1984
AT5G02502.1,521
AT5G02530.1,1275
AT5G02530.2,1009
AT5G02540.1,1433
AT5G02560.1,1434
AT5G02560.2,738
AT5G02610.1,903
AT5G02610.2,827
AT5G02710.1,1195
AT5G02710.2,1778
AT5G02710.3,1348
AT5G02740.1,1361
AT5G02740.2,1519
AT5G02760.1,1543
AT5G02770.1,1732
AT5G02790.1,1171
AT5G02810.1,3096
AT5G02810.2,3232
AT5G02840.1,1476
AT5G02840.2,1386
AT5G02840.3,1454
AT5G02840.4,1632
AT5G02870.1,1653
AT5G02870.2,1472
AT5G02940.1,2920
AT5G02940.2,2792
AT5G02960.1,749
AT5G03030.1,721
AT5G03030.2,814
AT5G03040.1,2410
AT5G03040.2,1904
AT5G03040.3,1891
AT5G03080.1,1254
AT5G03120.1,1104
AT5G03120.2,1403
AT5G03190.1,2009
AT5G03190.2,1827
AT5G03210.1,536
AT5G03210.2,877
AT5G03230.1,1126
AT5G03240.1,1479
AT5G03240.2,1544
AT5G03240.3,1589
AT5G03280.1,4851
AT5G03290.1,1473
AT5G03300.1,1982
AT5G03300.2,2098
AT5G03300.3,2261
AT5G03340.1,2854
AT5G03345.1,688
AT5G03345.2,1250
AT5G03420.1,2046
AT5G03430.1,2023
AT5G03455.1,704
AT5G03455.2,1006
AT5G03460.1,685
AT5G03520.1,1312
AT5G03520.2,1135
AT5G03540.1,2427
AT5G03540.2,2328
AT5G03540.3,2286
AT5G03555.1,2134
AT5G03560.1,1135
AT5G03560.2,2202
AT5G03560.3,1847
AT5G03630.1,1750
AT5G03650.1,2812
AT5G03730.1,3253
AT5G03730.2,3112
AT5G03740.1,1348
AT5G03760.1,2433
AT5G03850.1,930
AT5G03880.1,1340
AT5G03900.1,2358
AT5G03900.2,2198
AT5G03940.1,2022
AT5G04040.1,3300
AT5G04040.2,3064
AT5G04060.1,2293
AT5G04080.1,589
AT5G04080.2,673
AT5G04080.3,698
AT5G04130.1,2596
AT5G04130.2,2728
AT5G04140.1,5417
AT5G04140.2,5199
AT5G04170.1,1475
AT5G04280.1,1379
AT5G04280.2,2921
AT5G04280.3,3263
AT5G04280.4,2859
AT5G04280.5,2696
AT5G04410.1,2268
AT5G04430.1,1585
AT5G04430.2,1648
AT5G04440.1,1384
AT5G04440.2,1705
AT5G04490.1,1364
AT5G04490.2,1352
AT5G04530.1,2094
AT5G04550.1,2622
AT5G04550.2,2874
AT5G04590.1,3325
AT5G04600.1,2293
AT5G04670.1,5076
AT5G04670.2,2621
AT5G04740.1,1867
AT5G04750.1,611
AT5G04750.2,546
AT5G04800.1,749
AT5G04800.2,1366
AT5G04800.3,768
AT5G04800.4,822
AT5G04810.1,3166
AT5G04810.2,3124
AT5G04830.1,960
AT5G04830.2,1216
AT5G04850.1,1143
AT5G04850.2,1133
AT5G04870.1,2961
AT5G04900.1,1400
AT5G04920.1,1902
AT5G04930.1,4659
AT5G04950.1,1399
AT5G04990.1,1892
AT5G05000.1,1346
AT5G05000.2,1142
AT5G05000.3,1684
AT5G05010.1,2109
AT5G05010.2,2007
AT5G05060.1,1027
AT5G05080.1,1344
AT5G05080.2,1193
AT5G05080.3,1615
AT5G05080.4,1464
AT5G05100.1,1679
AT5G05110.1,1058
AT5G05170.1,3825
AT5G05200.1,1947
AT5G05210.1,1638
AT5G05210.2,1734
AT5G05270.1,1333
AT5G05270.2,1145
AT5G05360.1,1036
AT5G05360.2,742
AT5G05370.1,469
AT5G05440.1,1540
AT5G05580.1,1759
AT5G05580.2,1781
AT5G05610.1,1333
AT5G05610.2,1238
AT5G05670.1,1149
AT5G05670.2,1193
AT5G05690.1,1929
AT5G05690.2,1718
AT5G05690.3,1635
AT5G05730.1,2117
AT5G05730.2,2139
AT5G05740.1,1931
AT5G05740.2,2129
AT5G05740.3,1910
AT5G05750.1,1566
AT5G05780.1,1623
AT5G05780.2,1579
AT5G05950.1,1255
AT5G05960.1,1208
AT5G05980.1,2015
AT5G05980.2,2073
AT5G06060.1,1115
AT5G06110.1,2554
AT5G06110.2,2464
AT5G06130.1,1593
AT5G06130.2,1485
AT5G06140.1,1577
AT5G06210.1,849
AT5G06220.1,2888
AT5G06220.2,3154
AT5G06220.3,2767
AT5G06290.1,1336
AT5G06290.2,1348
AT5G06320.1,990
AT5G06340.1,1035
AT5G06360.1,1136
AT5G06370.1,1254
AT5G06440.1,2247
AT5G06440.2,2188
AT5G06440.3,1778
AT5G06440.4,1893
AT5G06440.5,2202
AT5G06440.6,2269
AT5G06530.1,2830
AT5G06530.2,2788
AT5G06530.3,2895
AT5G06530.4,3103
AT5G06560.1,2624
AT5G06580.1,2055
AT5G06600.1,4094
AT5G06600.2,3897
AT5G06660.1,1177
AT5G06700.1,2794
AT5G06870.1,1168
AT5G06970.1,4152
AT5G06980.1,1725
AT5G06980.2,1260
AT5G06980.3,1284
AT5G06980.4,1323
AT5G06980.5,1349
AT5G07000.1,1649
AT5G07010.1,1779
AT5G07020.1,1130
AT5G07030.1,1895
AT5G07090.1,1180
AT5G07090.2,1174
AT5G07090.3,1400
AT5G07120.1,2091
AT5G07120.2,1840
AT5G07120.3,1905
AT5G07220.1,1516
AT5G07240.1,1564
AT5G07240.2,1344
AT5G07250.1,1322
AT5G07250.2,1132
AT5G07300.1,2260
AT5G07340.1,2158
AT5G07340.2,1901
AT5G07350.1,3600
AT5G07350.2,3182
AT5G07370.1,1293
AT5G07370.2,1272
AT5G07370.3,1567
AT5G07370.4,1949
AT5G07440.1,1859
AT5G07440.2,1748
AT5G07440.3,1629
AT5G07470.1,1038
AT5G07840.1,1292
AT5G07860.1,1657
AT5G07960.1,821
AT5G08040.1,754
AT5G08050.1,925
AT5G08060.1,1237
AT5G08080.1,1587
AT5G08080.2,1471
AT5G08080.3,1348
AT5G08080.4,1359
AT5G08080.5,1432
AT5G08100.1,1329
AT5G08100.2,1537
AT5G08130.1,2553
AT5G08130.2,2597
AT5G08130.3,2575
AT5G08130.4,2726
AT5G08130.5,2751
AT5G08130.6,2536
AT5G08130.7,2739
AT5G08130.8,2738
AT5G08160.1,1651
AT5G08160.2,1448
AT5G08180.1,1246
AT5G08180.2,1031
AT5G08190.1,1072
AT5G08190.2,999
AT5G08280.1,1643
AT5G08290.1,884
AT5G08290.2,1263
AT5G08300.1,1513
AT5G08330.1,1593
AT5G08370.1,1572
AT5G08370.2,1459
AT5G08415.1,1541
AT5G08420.1,1648
AT5G08450.1,3332
AT5G08450.2,3369
AT5G08450.3,3083
AT5G08500.1,2199
AT5G08500.2,2380
AT5G08520.1,2022
AT5G08530.1,2067
AT5G08540.1,1435
AT5G08560.1,2433
AT5G08560.2,2617
AT5G08560.3,2226
AT5G08570.1,1973
AT5G08570.2,1959
AT5G08570.3,2037
AT5G08590.1,1675
AT5G08590.2,1907
AT5G08610.1,2811
AT5G08650.1,2638
AT5G08650.2,2526
AT5G08670.1,2077
AT5G08680.1,2289
AT5G08690.1,2203
AT5G08720.1,2483
AT5G08740.1,2171
AT5G08790.1,1530
AT5G09220.1,1926
AT5G09225.1,780
AT5G09310.1,999
AT5G09330.1,2279
AT5G09330.2,2197
AT5G09330.3,1887
AT5G09330.4,2190
AT5G09330.5,2527
AT5G09390.1,1341
AT5G09390.2,1227
AT5G09400.1,3022
AT5G09410.1,3291
AT5G09410.2,3472
AT5G09410.3,3396
AT5G09410.4,3071
AT5G09440.1,1523
AT5G09460.1,2546
AT5G09510.1,1278
AT5G09510.2,766
AT5G09590.1,2576
AT5G09600.1,1324
AT5G09600.2,1133
AT5G09600.3,1150
AT5G09620.1,2313
AT5G09620.2,1947
AT5G09650.1,1181
AT5G09660.1,1532
AT5G09660.2,1341
AT5G09660.3,1619
AT5G09660.4,1463
AT5G09660.5,1387
AT5G09670.1,3005
AT5G09670.2,2290
AT5G09760.1,1906
AT5G09760.2,2297
AT5G09770.1,798
AT5G09810.1,1812
AT5G09830.1,551
AT5G09850.1,2567
AT5G09850.2,2304
AT5G09850.3,2628
AT5G09850.4,2065
AT5G09850.5,2095
AT5G09870.1,4138
AT5G09880.1,1953
AT5G09890.1,2091
AT5G09890.2,1984
AT5G09900.1,2099
AT5G09900.2,1645
AT5G09900.3,1678
AT5G09920.1,977
AT5G09960.1,786
AT5G09960.2,1211
AT5G09960.3,1246
AT5G10010.1,1926
AT5G10160.1,898
AT5G10180.1,2560
AT5G10350.1,1157
AT5G10350.2,1006
AT5G10360.1,1192
AT5G10360.2,946
AT5G10390.1,748
AT5G10430.1,974
AT5G10450.1,1622
AT5G10450.2,1426
AT5G10450.3,1625
AT5G10450.4,1531
AT5G10460.1,1097
AT5G10470.1,4008
AT5G10470.2,4146
AT5G10480.1,1026
AT5G10480.2,1005
AT5G10480.3,1037
AT5G10540.1,6105
AT5G10550.1,1746
AT5G10560.1,2744
AT5G10780.1,1073
AT5G10780.2,993
AT5G10810.1,753
AT5G10840.1,2269
AT5G10860.1,1096
AT5G10920.1,1983
AT5G10930.1,2250
AT5G10960.1,2103
AT5G10980.1,818
AT5G11010.3,1661
AT5G11010.4,1651
AT5G11070.1,944
AT5G11090.1,1170
AT5G11170.1,1777
AT5G11170.2,1913
AT5G11200.1,1735
AT5G11200.2,1887
AT5G11200.3,1833
AT5G11270.1,1509
AT5G11280.1,1075
AT5G11330.1,1483
AT5G11330.2,1582
AT5G11340.1,1012
AT5G11420.1,1629
AT5G11450.1,1218
AT5G11450.2,1267
AT5G11480.1,1327
AT5G11490.1,3053
AT5G11490.2,2918
AT5G11490.3,3116
AT5G11500.1,1622
AT5G11500.2,872
AT5G11520.1,1794
AT5G11550.1,1443
AT5G11560.1,3371
AT5G11580.1,2071
AT5G11580.2,2452
AT5G11640.1,1279
AT5G11640.2,1342
AT5G11670.1,2434
AT5G11680.1,1150
AT5G11700.1,5048
AT5G11700.2,5258
AT5G11710.1,2367
AT5G11710.2,2324
AT5G11710.3,2401
AT5G11740.1,1034
AT5G11770.1,1194
AT5G11790.1,2029
AT5G11790.2,2727
AT5G11840.1,1207
AT5G11840.2,1220
AT5G11840.3,1201
AT5G11840.4,879
AT5G11880.1,2036
AT5G11890.1,1652
AT5G11900.1,1168
AT5G11950.1,1187
AT5G11950.2,1024
AT5G11950.3,1027
AT5G11950.4,1477
AT5G11960.1,1525
AT5G11970.1,976
AT5G11980.1,2021
AT5G11980.2,2153
AT5G12040.1,1628
AT5G12040.2,1608
AT5G12050.1,1609
AT5G12110.1,1866
AT5G12120.1,2800
AT5G12130.1,1671
AT5G12130.2,1431
AT5G12140.1,1037
AT5G12150.1,3111
AT5G12150.2,3030
AT5G12190.1,956
AT5G12200.1,1907
AT5G12210.1,1469
AT5G12210.2,1385
AT5G12230.1,1334
AT5G12240.1,806
AT5G12240.2,847
AT5G12250.1,1966
AT5G12350.1,3963
AT5G12370.1,2815
AT5G12370.2,2976
AT5G12370.3,2799
AT5G12410.1,1558
AT5G12470.1,1649
AT5G12480.1,2228
AT5G12480.2,1749
AT5G12840.1,1445
AT5G12840.2,1467
AT5G12840.3,1580
AT5G12840.4,1392
AT5G12840.5,1275
AT5G12850.1,2874
AT5G12860.1,2392
AT5G12860.2,1866
AT5G12950.1,3437
AT5G13000.1,6346
AT5G13000.2,6037
AT5G13010.1,4460
AT5G13020.1,2129
AT5G13030.1,2211
AT5G13070.1,1057
AT5G13100.1,1672
AT5G13120.1,1323
AT5G13120.2,1037
AT5G13140.1,1142
AT5G13180.1,1509
AT5G13190.1,1577
AT5G13190.2,1657
AT5G13240.1,1162
AT5G13240.2,1253
AT5G13240.3,1188
AT5G13260.1,2087
AT5G13280.1,2524
AT5G13370.1,2283
AT5G13390.1,3630
AT5G13390.2,3468
AT5G13400.1,2226
AT5G13410.1,977
AT5G13410.2,1096
AT5G13410.3,1090
AT5G13420.1,1708
AT5G13430.1,1298
AT5G13440.1,1534
AT5G13450.1,1146
AT5G13450.2,888
AT5G13500.1,1929
AT5G13500.2,1559
AT5G13500.3,1453
AT5G13510.1,834
AT5G13630.1,4753
AT5G13630.2,4523
AT5G13640.1,2936
AT5G13640.2,3123
AT5G13640.3,2332
AT5G13650.1,2431
AT5G13650.2,2602
AT5G13710.1,1879
AT5G13710.2,1409
AT5G13720.1,1232
AT5G13730.1,1454
AT5G13740.1,2392
AT5G13740.2,1652
AT5G13770.1,2054
AT5G13780.1,1002
AT5G13800.1,2147
AT5G13800.2,2096
AT5G13800.3,2102
AT5G13800.4,2015
AT5G13810.1,1770
AT5G13850.1,969
AT5G13930.1,1703
AT5G13950.1,3386
AT5G13950.2,3141
AT5G13950.3,3114
AT5G13950.4,3560
AT5G13980.1,3386
AT5G13980.2,3329
AT5G13980.3,3327
AT5G14030.1,1615
AT5G14030.2,880
AT5G14030.3,994
AT5G14030.4,885
AT5G14030.5,1738
AT5G14040.1,1698
AT5G14050.1,2055
AT5G14060.1,2393
AT5G14060.2,2380
AT5G14060.3,2311
AT5G14105.1,686
AT5G14120.1,2490
AT5G14170.1,1962
AT5G14200.1,1618
AT5G14200.2,1379
AT5G14200.3,1463
AT5G14210.1,3935
AT5G14210.2,3903
AT5G14240.1,1206
AT5G14250.1,1666
AT5G14250.2,1664
AT5G14260.1,2305
AT5G14260.2,2109
AT5G14260.3,2185
AT5G14260.4,1588
AT5G14270.1,3036
AT5G14270.2,2935
AT5G14270.3,2797
AT5G14320.1,1340
AT5G14320.2,1066
AT5G14410.1,606
AT5G14410.2,702
AT5G14430.1,2248
AT5G14430.2,2183
AT5G14440.1,1141
AT5G14440.2,1138
AT5G14460.1,1928
AT5G14520.1,2164
AT5G14540.1,2207
AT5G14570.1,1917
AT5G14590.1,1892
AT5G14640.1,1894
AT5G14640.2,1607
AT5G14660.1,1288
AT5G14660.2,1194
AT5G14680.1,1512
AT5G14720.1,3032
AT5G14720.2,2830
AT5G14740.1,1603
AT5G14740.2,1519
AT5G14740.3,1627
AT5G14740.4,1511
AT5G14740.5,1518
AT5G14740.6,2838
AT5G14740.7,2443
AT5G14740.8,1911
AT5G14740.9,1317
AT5G14780.1,1801
AT5G14780.2,2343
AT5G14780.3,1957
AT5G14800.1,1439
AT5G14800.2,1284
AT5G14910.1,1129
AT5G14910.2,1069
AT5G14920.1,1908
AT5G14920.2,1556
AT5G14970.1,1482
AT5G15090.1,1357
AT5G15090.2,1364
AT5G15160.1,788
AT5G15200.1,1006
AT5G15200.2,857
AT5G15210.1,1743
AT5G15230.1,796
AT5G15230.2,667
AT5G15310.1,1568
AT5G15310.2,1292
AT5G15310.3,1650
AT5G15310.4,1472
AT5G15320.1,757
AT5G15320.2,487
AT5G15350.1,1007
AT5G15400.1,3738
AT5G15410.1,2534
AT5G15410.2,2573
AT5G15450.1,3186
AT5G15490.1,1833
AT5G15530.1,1563
AT5G15580.1,3604
AT5G15610.1,1755
AT5G15610.2,1679
AT5G15650.1,2355
AT5G15680.1,6942
AT5G15750.1,993
AT5G15780.1,1636
AT5G15802.1,659
AT5G15810.1,2275
AT5G15850.1,1698
AT5G15910.1,1369
AT5G15930.1,1529
AT5G15950.1,1750
AT5G15950.2,1881
AT5G15960.1,829
AT5G15970.1,750
AT5G16010.1,1147
AT5G16023.1,505
AT5G16030.1,1462
AT5G16030.2,1256
AT5G16030.3,1278
AT5G16030.5,851
AT5G16050.1,1370
AT5G16050.2,1409
AT5G16070.1,1932
AT5G16110.1,1556
AT5G16130.1,989
AT5G16150.1,1880
AT5G16150.2,1965
AT5G16150.3,2052
AT5G16220.1,1986
AT5G16240.1,1748
AT5G16250.1,900
